Customer_ID,Age,Gender,State,Customer_Segment,Acquisition_Channel,Join_Date,Tenure_Months,Total_Orders,Orders_Last_90_Days,Total_Spend_NGN,Spend_Last_90_Days_NGN,Average_Order_Value_NGN,Days_Since_Last_Purchase,Most_Purchased_Category,Categories_Purchased,Total_Complaints,Primary_Complaint,Complaint_Severity,Complaint_Status,Days_To_Resolution,Number_of_Followups,Escalated,Complaint_Satisfaction,Return_Count,Return_Rate,Main_Return_Reason,Refund_Delay_Days,Refund_Amount_NGN,Exchange_Requested,Exchange_Successful,Average_Delivery_Days,Expected_Delivery_Days,Delivery_Delay_Days,Delivery_Delay_Count,Damaged_Delivery_Count,Missing_Item_Count,Delivery_Satisfaction,Support_Contacts,Average_Response_Time_Hours,Average_Resolution_Time_Hours,First_Contact_Resolution,Customer_Service_Rating,Product_Rating,Service_Rating,Satisfaction_Score,Trust_Score,NPS_Score,Likelihood_To_Return,Average_Discount_Percent,Discount_Usage_Rate,Price_Increase_Experienced,Competitor_Purchase_Flag,Competitor_Purchase_Frequency,Current_Status,Retained,Churned,At_Risk,Dormant,Churn_Reason,Churn_Date,Churn_Risk_Score
CUST10997,43,Female,Abia,Loyal,Website,2025-12-03,9,8,1,505779.73,59875.34,70388.56,64,Tops,4,3,Poor Product Quality,High,Resolved,12,2,No,3.2,1,0.125,Wrong Color,9,63692.53,Yes,Yes,3.5,3.2,0.3,1,0,1,4.4,3,5.8,12.0,No,3.1,3.6,3.1,3.3,2.7,7,7.0,0.76,0.244,No,No,0,Churned,No,Yes,No,No,Poor Product Quality,1769904000000000000,40.8
CUST10998,21,Male,Kano,Regular,Website,2025-08-12,12,9,5,197626.73,85894.66,20028.02,93,Tops,3,7,Unexpected Charge,Medium,Resolved,1,3,No,4.3,0,0.0,No Return,0,0.0,No,No,1.0,3.6,0.0,0,0,0,4.4,7,8.3,13.4,No,3.1,5.0,3.1,4.4,4.4,28,8.0,3.68,0.251,No,Yes,1,At Risk,Yes,No,Yes,No,Not Churned,,17.5
CUST10999,36,Female,Enugu,New Customer,Referral,2023-09-30,35,10,0,313637.85,0.0,33784.63,53,Bags,3,3,Poor Product Quality,Low,Resolved,2,1,No,5.0,1,0.1,Duplicate Order,4,24651.09,No,No,6.0,4.7,1.3,4,0,0,3.2,3,7.7,12.1,Yes,4.6,3.9,4.6,4.0,3.6,26,10.0,6.42,0.063,No,No,0,Retained,Yes,No,No,No,Not Churned,,10.5
CUST11000,37,Female,Abuja,Regular,TikTok,2024-01-29,31,15,3,407632.22,64202.47,23702.9,225,Trousers,3,2,Order Cancellation,Low,Resolved,4,0,No,3.4,1,0.067,Defective,3,14414.02,No,No,2.9,3.8,0.0,0,0,1,4.1,2,20.2,20.7,No,4.0,3.9,4.0,3.5,3.3,20,7.8,1.86,0.132,No,No,0,At Risk,Yes,No,Yes,No,Not Churned,,28.4
CUST11001,50,Female,Kano,New Customer,Google,2025-02-28,18,11,2,284916.91,45068.61,23240.34,172,Accessories,3,2,Delivery Fee,Low,Closed,2,5,Yes,4.6,2,0.182,Wrong Color,6,24365.72,Yes,No,4.6,2.7,1.9,2,1,2,2.9,3,4.9,6.5,No,3.4,4.1,3.4,3.4,2.9,13,7.1,3.54,0.247,No,No,0,Churned,No,Yes,No,No,Inactive,1768003200000000000,61.4
CUST11002,37,Female,Rivers,New Customer,Referral,2024-08-17,24,8,4,269967.49,118360.63,29954.31,36,Accessories,2,4,Account Issue,High,Escalated,8,2,Yes,4.7,0,0.0,No Return,0,0.0,No,No,2.4,3.5,0.0,0,0,0,4.3,4,12.9,14.4,No,2.4,4.2,2.4,3.5,3.8,38,5.5,7.55,0.199,No,No,0,Retained,Yes,No,No,No,Not Churned,,14.7
CUST11003,29,Female,Kaduna,Loyal,Google,2023-02-27,42,9,1,314853.12,32702.98,32161.46,235,Dresses,2,1,Issue Not Resolved,Medium,Closed,5,1,No,4.1,0,0.0,No Return,0,0.0,No,No,4.7,2.8,1.9,3,0,0,3.1,1,7.0,13.3,No,3.8,4.4,3.8,3.5,3.3,0,7.8,5.82,0.152,No,No,0,Churned,No,Yes,No,No,Website/App Problems,1780704000000000000,48.6
CUST11004,64,Female,Lagos,Loyal,Google,2024-07-18,25,9,1,725535.27,65500.46,75206.92,109,Shoes,1,2,Poor Customer Service,Medium,Resolved,4,0,No,4.8,2,0.222,Wrong Color,6,92011.58,Yes,Yes,4.1,3.1,1.0,1,2,1,2.9,2,4.1,11.9,No,5.0,3.8,5.0,4.0,2.6,34,6.2,1.41,0.05,Yes,No,0,Churned,No,Yes,No,No,Poor Product Quality,1770595200000000000,43.7
CUST11005,18,Male,Ogun,High Value,Referral,2023-01-01,44,12,2,282557.97,51773.07,24890.64,62,Electronics,4,1,Rude Staff,Medium,Pending,1,0,No,5.0,1,0.083,Not as Expected,6,21737.58,No,No,6.1,2.9,3.2,1,0,1,3.3,1,2.8,18.7,Yes,3.3,4.2,3.3,3.8,3.9,39,4.6,0.4,0.024,No,No,0,Retained,Yes,No,No,No,Not Churned,,10.2
CUST11006,43,Female,Lagos,Loyal,Google,2023-08-04,37,11,2,324548.86,61379.54,28415.35,139,Tops,1,1,Delivery Fee,Medium,Resolved,7,1,No,3.9,1,0.091,Damaged,7,15432.84,Yes,Yes,6.8,5.4,1.4,1,0,0,3.3,3,3.0,7.0,No,4.0,5.0,4.0,4.9,4.6,58,10.0,13.64,0.451,No,Yes,1,Churned,No,Yes,No,No,Too Many Delivery Problems,1779926400000000000,64.8
CUST11007,31,Female,Kaduna,Loyal,Referral,2025-02-04,19,13,2,181872.98,23943.38,13099.04,152,Trousers,3,0,No Complaint,None,No Complaint,0,0,No,,1,0.077,Defective,5,7241.84,No,No,5.3,5.1,0.2,0,0,0,3.3,0,1.1,5.4,Yes,4.5,3.4,4.5,3.7,3.0,1,7.6,2.44,0.07,No,Yes,1,Churned,No,Yes,No,No,Competitor,1782950400000000000,52.2
CUST11008,55,Female,Anambra,New Customer,Facebook,2024-11-01,22,9,3,343216.33,112891.82,39816.05,138,Accessories,1,2,Coupon Expired,High,Escalated,1,3,Yes,5.0,1,0.111,Defective,2,14441.2,No,No,6.6,4.4,2.2,0,0,0,2.9,2,8.1,8.2,No,4.0,3.8,4.0,3.2,3.0,25,5.7,3.6,0.495,No,No,0,At Risk,Yes,No,Yes,No,Not Churned,,22.7
CUST11009,54,Female,Rivers,Loyal,Google,2024-05-25,27,11,1,368559.33,35147.9,33928.03,136,Tops,2,1,Price Increase,Critical,Closed,4,2,No,3.9,0,0.0,No Return,0,0.0,No,No,3.2,3.3,0.0,0,0,0,3.6,2,10.7,19.7,No,3.3,4.4,3.3,4.0,4.0,26,9.6,5.83,0.3,No,No,0,At Risk,Yes,No,Yes,No,Not Churned,,19.7
CUST11010,28,Female,Oyo,Loyal,Instagram,2025-07-03,14,9,1,435186.71,38834.29,42576.32,53,Electronics,5,0,No Complaint,None,No Complaint,0,0,No,,0,0.0,No Return,0,0.0,No,No,1.2,3.0,0.0,0,0,0,4.2,0,2.5,5.1,Yes,3.9,4.3,3.9,4.7,4.3,57,8.4,3.9,0.263,No,Yes,5,Retained,Yes,No,No,No,Not Churned,,6.6
CUST11011,53,Female,Kano,Loyal,Instagram,2023-04-05,41,10,3,355752.05,106231.15,35929.16,59,Dresses,5,2,Damaged Product,Medium,Resolved,1,0,No,4.2,0,0.0,No Return,0,0.0,No,No,4.2,5.0,0.0,1,0,0,4.7,2,9.4,12.5,Yes,5.0,4.1,5.0,4.1,3.7,45,7.2,3.9,0.097,No,No,0,Churned,No,Yes,No,No,Website/App Problems,1770508800000000000,8.2
CUST11012,30,Female,Anambra,Regular,Facebook,2024-05-07,28,9,3,116475.42,40829.81,13408.98,37,Accessories,5,3,Poor Product Quality,High,Resolved,3,0,No,5.0,1,0.111,Not as Expected,12,10724.52,No,No,2.5,2.7,0.0,0,0,1,4.0,3,5.4,8.4,No,2.0,4.4,2.0,3.2,3.0,16,4.8,1.81,0.29,Yes,Yes,5,Retained,Yes,No,No,No,Not Churned,,24.4
CUST11013,60,Female,Rivers,Regular,Instagram,2025-02-03,19,9,1,602144.17,78746.15,73607.02,137,Bags,5,0,No Complaint,None,No Complaint,0,0,No,,0,0.0,No Return,0,0.0,No,No,6.0,4.6,1.4,3,0,0,4.4,2,7.9,10.0,Yes,2.8,3.9,2.8,3.4,3.2,-3,6.7,3.45,0.204,No,No,0,At Risk,Yes,No,Yes,No,Not Churned,,24.2
CUST11014,20,Female,Plateau,Loyal,Instagram,2025-10-18,10,7,1,251765.71,34641.29,36996.43,120,Trousers,5,0,No Complaint,None,No Complaint,0,0,No,,1,0.143,Defective,16,33535.36,Yes,No,3.6,3.4,0.2,0,0,0,4.1,1,1.4,13.0,Yes,4.7,4.3,4.7,3.6,3.6,18,7.5,5.09,0.203,No,Yes,1,Dormant,Yes,No,No,Yes,Not Churned,,15.7
CUST11015,50,Male,Enugu,Loyal,Website,2023-05-30,39,8,1,319733.0,37209.22,38235.38,47,Beauty,4,0,No Complaint,None,No Complaint,0,0,No,,0,0.0,No Return,0,0.0,No,No,4.9,4.0,0.9,0,0,0,4.4,4,11.3,18.4,Yes,4.6,4.1,4.6,4.6,5.0,62,9.8,2.97,0.254,Yes,Yes,4,Retained,Yes,No,No,No,Not Churned,,13.2
CUST11016,23,Female,Lagos,High Value,Instagram,2025-11-12,9,7,3,479622.13,200248.04,74484.58,74,Dresses,3,1,Refund Delayed,Medium,Escalated,8,1,Yes,4.1,0,0.0,No Return,0,0.0,No,No,5.2,4.7,0.5,1,0,0,3.9,1,1.9,9.7,No,4.1,4.4,4.1,3.9,3.9,21,8.0,13.45,0.363,No,No,0,Churned,No,Yes,No,No,Negative Overall Experience,1770768000000000000,63.7
CUST11017,27,Female,Anambra,New Customer,Referral,2025-01-25,19,7,3,184901.35,70393.93,25315.11,68,Accessories,2,3,Website Error,Medium,Closed,3,3,No,5.0,0,0.0,No Return,0,0.0,No,No,3.5,2.6,0.9,0,1,0,3.6,3,7.2,10.9,No,3.3,5.0,3.3,3.9,3.0,23,6.8,3.43,0.28,Yes,No,0,Retained,Yes,No,No,No,Not Churned,,8.4
CUST11018,22,Male,Edo,Regular,Facebook,2024-02-03,31,7,0,124462.56,0.0,16461.43,64,Trousers,5,6,Price Increase,High,Closed,3,3,No,4.5,1,0.143,Wrong Item,2,14419.06,Yes,No,2.6,3.0,0.0,0,0,0,4.3,6,6.3,16.9,No,3.8,4.1,3.8,4.4,3.4,-2,10.0,13.27,0.408,No,No,0,Churned,No,Yes,No,No,Negative Overall Experience,1775260800000000000,46.3
CUST11019,40,Female,Kano,Regular,Website,2024-02-14,31,12,1,247687.91,17071.88,18981.21,151,Electronics,4,2,App Crash,Medium,Pending,1,0,No,3.6,1,0.083,Changed Mind,2,14535.27,No,No,3.5,4.4,0.0,0,0,2,4.0,2,0.7,3.8,Yes,3.1,4.2,3.1,3.4,3.2,20,5.3,3.47,0.421,No,No,0,Churned,No,Yes,No,No,Poor Customer Service,1788048000000000000,59.8
CUST11020,27,Male,Kano,Loyal,Google,2023-05-11,40,7,4,252668.65,118004.76,31499.76,99,Beauty,2,3,Issue Not Resolved,Critical,Pending,5,0,No,4.2,1,0.143,Wrong Size,5,17708.7,No,No,5.5,5.3,0.2,1,0,0,4.9,3,3.8,7.0,No,4.2,4.5,4.2,4.3,4.0,24,6.3,22.46,0.425,No,No,0,Churned,No,Yes,No,No,Too Many Delivery Problems,1767571200000000000,26.6
CUST11021,61,Female,Oyo,Regular,Google,2025-05-04,16,10,3,302153.89,86895.76,30296.23,110,Shoes,5,0,No Complaint,None,No Complaint,0,0,No,,0,0.0,No Return,0,0.0,No,No,4.5,3.3,1.2,0,1,1,3.0,0,2.9,5.5,Yes,,3.9,4.2,3.4,3.6,22,4.6,20.76,0.339,No,No,0,Dormant,Yes,No,No,Yes,Not Churned,,18.1
CUST11022,19,Male,Abuja,New Customer,Referral,2023-05-28,39,7,0,434517.52,0.0,69843.55,267,Accessories,3,0,No Complaint,None,No Complaint,0,0,No,,1,0.143,Defective,1,61857.12,Yes,Yes,3.0,2.9,0.1,0,0,0,4.5,2,4.5,7.3,Yes,4.4,5.0,4.4,3.9,4.4,8,6.6,3.49,0.308,No,No,0,Churned,No,Yes,No,No,Website/App Problems,1768089600000000000,64.6
CUST11023,30,Male,Edo,High Value,Google,2024-01-16,31,13,1,557188.15,37221.05,38586.54,81,Beauty,1,0,No Complaint,None,No Complaint,0,0,No,,1,0.077,Duplicate Order,6,32538.55,No,No,5.0,5.3,0.0,0,0,0,3.6,4,11.0,14.1,Yes,5.0,4.8,5.0,4.3,3.6,43,10.0,6.48,0.259,No,Yes,2,Churned,No,Yes,No,No,Payment Problems,1785542400000000000,41.1
CUST11024,57,Female,Kano,New Customer,Referral,2026-02-06,6,9,2,129317.93,27454.59,15920.09,32,Tops,3,2,Product Not as Described,High,Resolved,4,2,No,4.1,0,0.0,No Return,0,0.0,No,No,5.4,5.1,0.3,0,0,0,3.7,2,23.0,27.8,No,3.3,3.9,3.3,3.0,2.3,3,6.3,2.17,0.083,No,No,0,Churned,No,Yes,No,No,Poor Customer Service,1773532800000000000,15.0
CUST11025,19,Male,Delta,Loyal,Instagram,2024-07-05,26,8,1,205403.89,23974.53,23076.03,79,Bags,3,1,Repeated Issue,Medium,Resolved,9,3,No,4.4,1,0.125,Defective,5,8992.04,Yes,Yes,4.8,5.2,0.0,0,0,1,3.7,1,6.4,9.0,No,4.4,4.2,4.4,4.2,4.5,60,6.6,1.15,0.07,No,No,0,Dormant,Yes,No,No,Yes,Not Churned,,12.7
CUST11026,37,Female,Edo,Regular,Email,2026-02-18,6,13,2,358072.41,47289.94,24049.01,71,Accessories,5,0,No Complaint,None,No Complaint,0,0,No,,1,0.077,Not as Expected,3,18216.21,No,No,4.1,2.9,1.2,3,1,0,2.9,0,8.9,10.8,Yes,4.3,3.4,4.3,3.8,4.3,34,8.2,6.33,0.159,No,No,0,Retained,Yes,No,No,No,Not Churned,,10.1
CUST11027,18,Female,Kano,Loyal,Google,2023-10-22,34,10,1,316825.53,30556.18,28166.22,44,Trousers,1,3,Wrong Product,Medium,Resolved,5,2,No,2.8,0,0.0,No Return,0,0.0,No,No,5.4,5.3,0.1,0,1,0,3.7,3,6.3,11.7,No,4.8,5.0,4.8,4.0,3.9,12,8.2,5.82,0.276,No,No,0,Retained,Yes,No,No,No,Not Churned,,15.6
CUST11028,54,Male,Kaduna,Regular,Google,2026-02-17,6,11,4,286745.18,92248.7,22860.77,58,Electronics,1,3,Rude Staff,High,Resolved,4,1,No,4.1,3,0.273,Changed Mind,1,48668.87,Yes,Yes,5.7,4.2,1.5,3,0,1,3.4,3,7.4,9.6,No,3.8,3.8,3.8,4.2,4.7,8,10.0,0.46,0.497,No,No,0,Churned,No,Yes,No,No,Lack of Product Availability,1777939200000000000,49.9
CUST11029,26,Male,Edo,High Value,TikTok,2024-03-31,29,10,3,158085.91,52625.98,17836.6,122,Trousers,2,1,Discount Not Applied,Medium,Resolved,4,2,No,3.7,0,0.0,No Return,0,0.0,No,No,5.1,4.5,0.6,1,0,1,3.9,2,7.3,18.4,No,3.6,4.5,3.6,4.4,3.9,30,10.0,2.19,0.086,No,No,0,At Risk,Yes,No,Yes,No,Not Churned,,42.8
CUST11030,34,Female,Rivers,High Value,Google,2023-06-18,39,11,2,333907.39,63497.35,34374.65,61,Electronics,4,3,Poor Customer Service,Medium,Resolved,8,2,No,3.7,0,0.0,No Return,0,0.0,No,No,3.3,3.9,0.0,0,0,0,5.0,3,2.8,8.0,No,3.7,4.8,3.7,4.5,4.6,72,10.0,2.02,0.333,No,Yes,5,Retained,Yes,No,No,No,Not Churned,,7.7
CUST11031,26,Female,Edo,New Customer,Website,2024-12-10,21,8,1,192454.04,23346.3,25680.25,44,Shoes,2,0,No Complaint,None,No Complaint,0,0,No,,0,0.0,No Return,0,0.0,No,No,2.7,3.6,0.0,0,0,1,4.9,0,2.2,17.6,Yes,2.8,4.2,2.8,3.6,4.4,21,4.4,2.62,0.608,Yes,No,0,Churned,No,Yes,No,No,Better Alternative,1777852800000000000,21.4
CUST11032,28,Female,Ogun,New Customer,Google,2026-03-12,5,11,3,210512.34,47553.67,17466.75,44,Bags,5,0,No Complaint,None,No Complaint,0,0,No,,0,0.0,No Return,0,0.0,No,No,1.0,2.8,0.0,0,0,1,3.5,0,2.3,2.9,Yes,4.1,4.6,4.1,4.0,4.1,27,7.0,1.97,0.445,Yes,Yes,7,Retained,Yes,No,No,No,Not Churned,,8.7
CUST11033,32,Female,Oyo,Regular,TikTok,2023-02-06,43,14,2,874838.44,131561.89,69113.55,67,Trousers,1,2,Long Waiting Time,High,Resolved,1,2,No,5.0,1,0.071,Defective,10,35783.44,Yes,Yes,3.8,3.2,0.6,1,0,0,3.5,2,4.4,6.0,No,4.9,3.9,4.9,4.7,4.6,79,8.2,2.24,0.427,Yes,No,0,Churned,No,Yes,No,No,Negative Overall Experience,1774742400000000000,35.1
CUST11034,41,Male,Enugu,Loyal,Instagram,2023-08-19,36,5,4,167812.13,110825.01,31031.5,71,Accessories,3,3,Login Problem,Medium,Closed,9,0,No,3.9,0,0.0,No Return,0,0.0,No,No,4.2,4.3,0.0,0,0,0,4.0,3,5.6,11.3,No,3.7,4.5,3.7,4.2,4.3,39,9.9,3.24,0.271,No,Yes,2,Retained,Yes,No,No,No,Not Churned,,9.0
CUST11035,55,Female,Enugu,Loyal,Website,2023-09-11,36,12,4,881767.79,353034.18,83180.19,93,Bags,3,3,Late Delivery,High,Escalated,6,0,Yes,5.0,1,0.083,Late Delivery,4,59024.98,Yes,Yes,3.4,3.5,0.0,0,0,0,4.9,3,3.0,15.8,No,3.1,4.2,3.1,3.7,3.1,9,6.8,2.31,0.222,No,Yes,6,Churned,No,Yes,No,No,Website/App Problems,1776211200000000000,24.1
CUST11036,52,Female,Enugu,Regular,TikTok,2023-11-25,33,7,3,414450.85,173319.31,54954.0,126,Trousers,4,2,Poor Customer Service,Medium,Resolved,6,1,No,4.9,0,0.0,No Return,0,0.0,No,No,2.4,2.9,0.0,0,0,0,4.2,2,1.8,6.0,No,4.0,3.9,4.0,3.7,3.5,1,9.4,1.15,0.375,No,Yes,5,At Risk,Yes,No,Yes,No,Not Churned,,24.0
CUST11037,47,Female,Rivers,Loyal,Facebook,2025-09-06,12,10,2,242996.38,52943.28,25645.55,141,Beauty,5,7,Unexpected Charge,Medium,Resolved,8,0,No,5.0,0,0.0,No Return,0,0.0,No,No,4.8,4.6,0.2,1,0,1,3.9,7,3.2,8.0,No,3.1,4.4,3.1,3.3,2.2,32,5.4,6.24,0.41,Yes,Yes,2,Churned,No,Yes,No,No,Poor Product Quality,1774051200000000000,40.7
CUST11038,48,Female,Anambra,Regular,Instagram,2023-01-10,44,11,2,852910.87,133848.26,77621.3,81,Accessories,5,2,Damaged Product,Medium,Resolved,10,0,No,5.0,1,0.091,Late Delivery,10,51512.12,Yes,Yes,2.8,4.1,0.0,0,0,1,4.5,2,10.7,25.2,No,3.4,4.7,3.4,3.6,3.5,25,8.0,16.96,0.297,No,Yes,3,Dormant,Yes,No,No,Yes,Not Churned,,34.5
CUST11039,22,Female,Abia,Loyal,Google,2024-03-21,29,7,3,435521.11,141659.2,54402.09,134,Trousers,2,1,Price Increase,High,Escalated,6,1,Yes,3.3,2,0.286,Late Delivery,7,72705.43,Yes,No,4.0,2.6,1.4,1,0,0,5.0,1,4.6,9.5,No,4.0,4.1,4.0,4.5,4.1,16,7.4,7.68,0.11,Yes,No,0,Churned,No,Yes,No,No,No Longer Needed,1770163200000000000,29.3
CUST11040,61,Male,Enugu,High Value,Email,2025-07-10,13,10,4,249581.76,97905.63,24255.53,78,Bags,1,1,Long Waiting Time,Medium,Resolved,4,2,No,4.0,1,0.1,Damaged,8,22474.82,No,No,4.6,4.5,0.1,0,0,1,3.2,1,0.8,4.7,No,4.5,2.0,4.5,2.8,2.0,-23,7.9,12.33,0.248,No,No,0,At Risk,Yes,No,Yes,No,Not Churned,,9.8
CUST11041,31,Male,Ogun,Regular,Facebook,2025-04-15,16,10,5,247641.08,142678.56,27511.14,67,Accessories,1,1,Late Delivery,Medium,Pending,3,1,No,4.9,2,0.2,Changed Mind,2,46259.75,No,No,4.4,5.1,0.0,0,0,0,3.9,1,8.1,8.9,No,4.7,3.8,4.7,4.3,4.8,45,9.6,11.14,0.485,Yes,No,0,Retained,Yes,No,No,No,Not Churned,,9.4
CUST11042,28,Male,Plateau,Regular,Google,2023-03-19,42,7,5,288467.7,158205.69,36934.65,89,Shoes,4,4,Long Waiting Time,Low,Resolved,2,1,No,4.6,1,0.143,Wrong Color,3,21598.57,No,No,5.9,4.8,1.1,1,0,0,3.6,4,3.1,17.0,Yes,4.1,3.5,4.1,4.2,4.8,17,8.0,11.64,0.555,No,No,0,Dormant,Yes,No,No,Yes,Not Churned,,33.5
CUST11043,26,Female,Lagos,New Customer,Instagram,2023-07-12,38,11,2,307123.01,53256.58,28861.44,125,Accessories,3,0,No Complaint,None,No Complaint,0,0,No,,3,0.273,Wrong Size,2,61980.81,No,No,5.1,5.3,0.0,0,0,0,2.9,0,3.8,4.5,Yes,3.0,4.5,3.0,4.4,4.1,22,9.0,0.97,0.171,No,Yes,4,At Risk,Yes,No,Yes,No,Not Churned,,16.8
CUST11044,51,Male,Rivers,Regular,Google,2024-02-05,31,5,1,272470.73,46410.96,52496.88,50,Bags,2,0,No Complaint,None,No Complaint,0,0,No,,2,0.4,Product Description Inaccurate,1,78083.56,Yes,Yes,1.0,3.5,0.0,0,0,0,3.9,1,7.7,10.8,Yes,5.0,4.7,5.0,4.6,5.0,59,9.0,5.78,0.388,No,No,0,Retained,Yes,No,No,No,Not Churned,,7.0
CUST11045,29,Male,Anambra,Regular,Referral,2023-04-19,41,11,9,455681.93,315677.9,38636.88,132,Shoes,4,1,Product Not as Described,Medium,Resolved,5,1,No,4.8,0,0.0,No Return,0,0.0,No,No,6.2,2.8,3.4,3,0,0,2.4,1,1.3,5.0,No,5.0,4.7,5.0,3.0,3.3,16,6.5,4.13,0.507,Yes,No,0,Churned,No,Yes,No,No,Website/App Problems,1771200000000000000,56.5
CUST11046,52,Male,Lagos,New Customer,Email,2025-03-02,18,8,4,461690.17,207476.46,52949.59,80,Tops,1,2,Refund Delayed,Medium,Pending,4,2,No,4.2,1,0.125,Not as Expected,3,47384.06,No,No,5.8,4.6,1.2,2,0,0,4.4,2,9.0,13.6,No,3.2,4.4,3.2,4.4,3.8,61,8.8,4.92,0.257,No,No,0,Dormant,Yes,No,No,Yes,Not Churned,,16.9
CUST11047,52,Female,Cross River,Regular,Referral,2023-09-20,35,12,0,518884.37,0.0,43380.32,18,Trousers,2,1,Return Difficulty,Critical,Resolved,4,0,No,4.7,2,0.167,Poor Quality,9,60592.68,No,No,7.2,5.2,2.0,0,1,0,2.7,1,1.3,15.0,No,4.3,3.8,4.3,3.6,3.6,22,8.3,11.68,0.245,No,No,0,Retained,Yes,No,No,No,Not Churned,,18.2
CUST11048,18,Female,Lagos,Regular,Website,2023-11-25,33,7,2,176013.48,41916.31,23095.44,99,Electronics,5,0,No Complaint,None,No Complaint,0,0,No,,1,0.143,Defective,3,11123.53,No,No,2.6,3.5,0.0,0,0,0,4.1,4,6.6,9.9,Yes,3.4,3.8,3.4,3.6,3.5,-1,6.5,4.06,0.077,No,No,0,Churned,No,Yes,No,No,Negative Overall Experience,1769558400000000000,37.4
CUST11049,57,Female,Lagos,Regular,Referral,2023-12-29,32,7,5,94061.16,73058.29,14740.98,69,Tops,3,1,Exchange Difficulty,Medium,Resolved,10,0,No,4.2,0,0.0,No Return,0,0.0,No,No,4.4,3.3,1.1,3,0,0,4.6,1,0.8,10.0,No,3.3,4.2,3.3,4.1,4.5,28,6.3,12.03,0.296,No,No,0,Retained,Yes,No,No,No,Not Churned,,9.0
CUST11050,39,Female,Delta,Regular,Instagram,2023-09-16,36,12,5,276476.41,110136.72,22545.27,84,Accessories,1,2,Order Cancellation,High,Resolved,4,1,No,5.0,0,0.0,No Return,0,0.0,No,No,4.4,4.6,0.0,0,0,0,4.4,2,0.9,10.0,No,3.7,4.3,3.7,3.9,2.9,36,7.9,6.82,0.305,No,No,0,Dormant,Yes,No,No,Yes,Not Churned,,11.0
CUST11051,46,Female,Oyo,New Customer,Google,2023-03-26,41,9,5,703331.98,469464.39,88212.21,142,Beauty,1,3,Late Delivery,Low,Resolved,2,1,No,4.5,2,0.222,Changed Mind,9,74077.66,No,No,5.6,4.7,0.9,0,0,1,3.4,3,3.5,4.8,Yes,3.7,2.5,3.7,3.6,3.4,54,7.4,6.8,0.274,No,No,0,At Risk,Yes,No,Yes,No,Not Churned,,26.1
CUST11052,25,Female,Oyo,Loyal,Referral,2023-11-04,34,13,6,658941.78,272768.14,51215.7,42,Dresses,4,5,Order Cancellation,Low,Pending,10,0,No,2.8,0,0.0,No Return,0,0.0,No,No,4.7,5.0,0.0,0,0,0,3.4,5,1.1,10.0,No,3.4,5.0,3.4,3.9,4.1,31,9.1,9.11,0.322,No,No,0,At Risk,Yes,No,Yes,No,Not Churned,,10.0
CUST11053,28,Female,Abia,Loyal,Email,2023-09-19,35,9,0,298399.59,0.0,33884.47,114,Trousers,3,0,No Complaint,None,No Complaint,0,0,No,,2,0.222,Late Delivery,2,35163.32,No,No,6.9,4.7,2.2,3,1,0,2.9,1,2.5,6.9,Yes,3.0,4.0,3.0,3.5,3.4,27,7.6,0.63,0.227,No,No,0,Dormant,Yes,No,No,Yes,Not Churned,,15.7
CUST11054,58,Male,Rivers,Regular,Website,2025-03-07,18,5,2,356715.23,134828.3,62357.58,35,Accessories,1,2,Issue Not Resolved,Low,Resolved,5,2,No,4.8,0,0.0,No Return,0,0.0,No,No,4.3,3.7,0.6,0,0,1,4.0,2,0.9,5.1,No,3.9,4.5,3.9,4.1,3.7,37,9.6,8.36,0.028,No,Yes,6,Retained,Yes,No,No,No,Not Churned,,30.1
CUST11055,54,Female,Ogun,New Customer,Facebook,2024-09-22,23,7,2,224719.07,68206.37,32511.75,35,Tops,1,1,Refund Rejected,Low,Resolved,10,1,No,4.6,1,0.143,Changed Mind,6,27384.47,No,No,4.0,3.8,0.2,0,0,0,4.2,2,2.9,10.0,No,3.9,4.2,3.9,4.3,3.8,23,8.8,7.06,0.187,No,Yes,3,Retained,Yes,No,No,No,Not Churned,,4.6
CUST11056,31,Female,Ogun,Loyal,Facebook,2024-11-10,22,7,1,266099.82,33770.68,33793.01,123,Trousers,1,2,Late Delivery,Low,Resolved,1,2,No,4.3,0,0.0,No Return,0,0.0,No,No,5.3,4.9,0.4,0,0,0,4.3,2,2.4,8.7,No,4.3,4.6,4.3,4.4,4.7,32,8.0,6.5,0.493,Yes,No,0,Churned,No,Yes,No,No,Better Alternative,1772668800000000000,36.6
CUST11057,47,Male,Ogun,High Value,Facebook,2025-05-14,15,9,2,345468.87,80212.33,38480.44,115,Dresses,4,2,App Crash,Low,Closed,8,1,No,3.7,1,0.111,Defective,5,14831.99,No,No,3.0,3.3,0.0,0,1,1,4.0,2,2.3,8.0,No,4.2,3.6,4.2,3.7,3.0,1,6.9,12.69,0.119,Yes,No,0,Churned,No,Yes,No,No,Too Many Delivery Problems,1770163200000000000,56.6
CUST11058,52,Male,Lagos,Regular,Website,2023-11-20,33,12,4,322828.09,101102.5,26271.44,113,Shoes,1,1,Stock Availability,Critical,Escalated,10,4,Yes,5.0,3,0.25,,7,31587.0,Yes,Yes,2.4,2.8,0.0,1,0,1,3.7,2,4.3,12.8,No,5.0,4.0,5.0,4.5,4.0,51,6.9,3.63,0.3,No,No,0,Dormant,Yes,No,No,Yes,Not Churned,,14.2
